Scenario	Replication	[StatsEaten3].NumberProcessed		[StatsEaten3].SampleAverage/1[min]		[StatsEatenQueue3].SampleAverage/1[min]		[StatsEaten3].SampleStandardDeviation/1[min]		[StatsAttempt3].NumberProcessed		[StatsAttempt3].SampleAverage/1[min]		[StatsAttempt3].SampleStandardDeviation/1[min]		[StatsEaten5].NumberProcessed		[StatsEaten5].SampleAverage/1[min]		[StatsEatenQueue5].SampleAverage/1[min]		[StatsEaten5].SampleStandardDeviation/1[min]		[StatsAttempt5].NumberProcessed		[StatsAttempt5].SampleAverage/1[min]		[StatsAttempt5].SampleStandardDeviation/1[min]		[RejectedTwice1].NumberProcessed		[RejectedTwice2].NumberProcessed		[RejectedTwice3].NumberProcessed		[RejectedTwice4].NumberProcessed		[RejectedTwice5].NumberProcessed	
1	1	1187.0		2.981338796336272		12.807769180799058		0.9996283772365995		1231.0		12.826855558897176		9.756303111061136		995.0		2.999380298923488		9.49181769808542		0.8743732289359394		1002.0		9.479681102926916		6.960995506903956		0.0		10.0		0.0		0.0		6.0	
1	2	1062.0		3.088467312462137		12.275669984211182		1.0275070053604596		1119.0		12.689190502283806		9.780434399130522		1007.0		2.6699209392476138		8.832580734672655		0.7064299871670628		1008.0		8.838584048044604		6.3512324719020254		0.0		12.0		2.0		0.0		10.0	
1	3	1186.0		2.9117174160336288		12.296186502918523		0.8247402734256045		1232.0		12.481407095071594		9.063519117952858		979.0		3.005269787028815		9.735230635015858		0.8624468958266853		986.0		9.721862468785003		7.30311558179194		0.0		9.0		2.0		1.0		8.0	
1	4	1214.0		2.7660774342625065		10.319691026433857		0.816636395228118		1257.0		10.38955275994711		7.142542865874376		961.0		2.975459433966802		8.471919386449377		0.8596115150488035		968.0		8.450952449914416		5.856985935933793		0.0		8.0		1.0		1.0		7.0	
1	5	1117.0		3.1144041093654478		11.748604372604879		1.0157238916111069		1169.0		11.830963220069417		8.929587203300663		921.0		2.854050475252474		7.733009961642651		0.7155452030051829		938.0		7.6868221716400225		5.724619113042794		0.0		11.0		1.0		5.0		8.0	
1	6	1080.0		2.774194153811838		10.600545224968211		0.8491029556510034		1136.0		10.689171303222695		8.205589710304206		994.0		2.814863022486432		9.679731252380215		0.8222970863900019		1001.0		9.670531126920588		6.790752221192421		0.0		10.0		4.0		0.0		8.0	
1	7	1218.0		2.9670616410824695		12.20423430125879		0.899443217686653		1257.0		12.060337769879839		8.951436513165268		989.0		2.9016073654270103		9.19966160091615		0.7342494996214622		993.0		9.174540562603475		6.087642290629618		0.0		6.0		0.0		1.0		8.0	
1	8	1205.0		3.024832420506379		12.20619624324375		0.8967143053884522		1248.0		12.062739740335152		8.800132734803361		968.0		2.848239289790106		8.33870017804146		0.814492187214068		980.0		8.339765829530876		5.796029150724629		0.0		9.0		0.0		2.0		8.0	
1	9	1076.0		3.0138065278801554		10.893925389829324		0.9092199091398713		1122.0		10.90569226457193		8.072756688195259		936.0		2.998732365225086		8.322908765237708		0.8467929489309716		952.0		8.348745641052865		6.094143274499465		0.0		10.0		0.0		6.0		9.0	
1	10	1245.0		2.884206848322494		11.834169828643532		0.8581995540796327		1294.0		11.812540833804507		8.43648510634621		968.0		2.896781111756423		7.89028826163291		0.832298090465937		978.0		7.914645760199716		5.709112140711539		0.0		10.0		1.0		3.0		8.0	
